,watershed_id,name,official_id,centroid_lat_deg_n,centroid_lon_deg_e,drainage_area_km2,drainage_area_gsim_km2,flag_gsim_boundaries,flag_artificial_boundaries,elevation_m,slope_deg,gravelius,perimeter,flag_shape_extraction,aspect_deg,flag_terrain_extraction,land_use_forest_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_water_frac_2010,land_use_urban_frac_2010,land_use_shrubs_frac_2010,land_use_crops_frac_2010,land_use_snow_ice_frac_2010,flag_land_use_extraction,logk_ice_x100,porosity_x100,flag_subsoil_extraction,year_from,year_to,record_length,agency,status,updated_official_basin,prcp,tmin,tmax,vp,swe,srad,high_prcp_freq,low_prcp_freq,high_prcp_duration,low_prcp_duration
346,2092,AIREY CREEK NEAR NELSON,08NJ106,49.5925,-117.2081,2.78,,False,True,795.6,20.817,,,False,164.8357,True,7.140000000000001,0.0,0.0,0.0,0.0,92.86,0.0,0.0,True,,,False,1931,1994,10,WSC,D,False,1274,0.503,10.404,707.236,156.68,278.014,3,57,1.0,3.4
347,2040,SKOOKUMCHUCK CREEK NEAR SKOOKUMCHUCK,08NG051,49.91167,-115.7675,637.0,647.5185,True,False,1895.2,20.6049,1.7638,158.913,True,130.6618,True,69.21000000000001,20.979999999999997,0.36,0.37,0.38999999999999996,7.51,0.08,1.0999999999999999,True,-1410.0,10.0,True,1949,1984,29,WSC,D,False,734,-3.53,6.213,552.551,198.953,282.932,5,68,1.001,4.076
348,2041,WILD HORSE RIVER NEAR FORT STEELE,08NG052,49.62,-115.6189,201.0,194.3238,True,False,1747.1,23.698,1.5683,77.581,True,262.8194,True,68.95,18.88,0.16,0.52,0.97,10.16,0.01,0.35000000000000003,True,-1390.0,10.0,True,1949,1954,6,WSC,D,False,799,-3.116,6.872,552.608,202.487,286.736,5,68,1.01,4.009
349,11185,"DAKOTA CREEK NEAR BLAINE, WA",12214000,48.9567791,-122.6596165,47.6555,,False,False,42.2,1.3669,1.1308,27.315,True,209.4055,True,24.13,0.7799999999999999,9.69,0.0,6.35,2.13,56.92,0.0,True,-1520.0,20.0,True,1948,1954,6,USGS,D,False,1236,6.348,14.702,973.787,9.79,243.704,4,56,1.0,3.965
350,1681,MILLAR CREEK NEAR OUTLET OF ALPHA LAKE,08GA067,50.09528,-123.0422,14.5,,False,True,970.6,17.1545,,,False,185.4309,True,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1980,1985,6,WSC,D,False,1731,0.121,8.396,662.414,180.869,254.691,4,55,1.003,3.6
351,1682,ELAHO RIVER NEAR THE MOUTH,08GA071,50.11403,-123.4284,1200.0,1226.641,True,False,1484.5,24.3947,1.6702,210.174,True,335.8334,True,35.63,20.330000000000002,0.0,1.3,0.16999999999999998,5.99,0.0,36.58,True,-1410.0,0.0,True,2011,2021,11,WSC,A,False,1929,-0.64,6.654,640.091,319.51,250.983,4,55,1.002,3.576
352,896,MIDDLE FORK CREEK IN CIRQUE NEAR SEEBE,05BF020,50.95833,-115.1989,1.17,,False,True,2218.7,17.4405,,,False,123.3159,True,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1978,1979,2,WSC,D,False,964,-8.406,3.431,394.605,438.861,331.006,6,70,1.1,4.5
353,944,KNEEHILLS CREEK NEAR DRUMHELLER,05CE002,51.46946,-112.9783,2430.0,2333.585,True,False,925.7,1.2699,1.8376,319.793,True,99.0113,True,0.84,7.6499999999999995,0.09,1.27,3.95,0.76,85.44,0.0,True,-1530.0,20.0,True,2012,2022,11,WSC,A,False,437,-2.956,10.248,531.208,43.281,268.055,6,78,1.0,6.109
354,2087,REDFISH CREEK NEAR HARROP,08NJ061,49.62257,-117.0557,27.1921,,False,False,1717.8,22.1621,1.2574,23.115,True,205.6599,True,72.63,11.559999999999999,0.0,0.8699999999999999,0.0,14.93,0.0,0.0,True,-1410.0,0.0,True,2011,2021,11,WSC,A,False,1667,-2.569,7.456,595.735,514.958,309.55,4,56,1.015,3.304
355,851,OLDMAN RIVER NEAR WALDRON'S CORNER,05AA023,49.81389,-114.1833,1446.1,1430.884,True,False,1852.6,14.4308,1.6531,221.305,True,118.956,True,67.7,22.15,0.5499999999999999,0.08,0.72,8.129999999999999,0.65,0.01,True,-1550.0,20.0,True,1971,2001,21,WSC,D,False,740,-4.468,6.407,507.442,154.284,287.159,5,69,1.013,4.536
356,2020,HALFWAY CREEK (WEST FORK OF WENSLEY CREEK) NEAR NAKUSP,08NE101,50.25278,-117.7033,2.07,,False,True,1330.6,25.7437,,,False,214.4942,True,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1968,1975,8,WSC,D,False,1356,-2.453,7.31,580.825,388.318,309.226,2,52,1.0,3.1
357,11371,"TONASKET CREEK AT OROVILLE, WA",12439300,48.94294189,-119.4136748,155.6575,,False,False,1064.3,8.034,1.3987,61.8,True,314.5914,True,31.6,17.0,0.6,0.15,0.98,49.559999999999995,0.1,0.0,True,-1380.0,10.0,True,1967,1991,24,USGS,D,False,514,0.263,11.472,608.284,56.943,283.346,6,74,1.0,5.387
358,1852,GARDOM CREEK NEAR GRINDROD,08LC036,50.6125,-119.15,25.9,,False,True,448.3,4.7644,,,False,128.9614,True,0.0,0.0,0.0,0.0,33.33,0.0,66.67,0.0,True,,,False,1960,1964,5,WSC,D,False,667,1.613,12.073,715.408,70.33,255.856,4,63,1.0,3.498
359,1888,AMBUSTEN CREEK NEAR THE MOUTH,08LF081,50.73694,-121.5761,32.9,,False,True,1121.5,7.1216,,,False,334.4865,True,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1977,1998,22,WSC,D,False,526,-3.22,7.517,477.366,105.008,283.307,6,74,1.0,4.735
360,1498,RYCROFT SURVEY NO. 3 NEAR RYCROFT,07FD910,55.75,-118.5833,13.484,,False,False,605.2,0.3971,1.4665,18.969,True,42.5945,True,0.13999999999999999,0.0,0.0,0.0,5.11,0.21,94.54,0.0,True,-1530.0,20.0,True,1982,2011,30,WSC,A,False,417,-3.804,8.336,512.76,84.586,236.324,6,75,1.0,5.331
361,1482,PINE RIVER ABOVE MOUNTAIN CREEK,07FB010,55.50833,-122.5747,677.0,641.1837,True,False,1251.3,15.5857,1.5066,138.392,True,112.3609,True,83.28,13.04,0.0,0.5,0.37,2.81,0.0,0.0,True,-1430.0,10.0,True,1985,1988,4,WSC,D,False,910,-4.953,4.965,506.803,253.753,242.113,5,65,1.013,3.661
362,1497,GRIMSHAW DRAINAGE NEAR GRIMSHAW,07FD908,56.16667,-117.6,15.5574,,False,False,636.2,0.5689,1.5707,21.831,True,150.1897,True,1.08,0.5499999999999999,0.16,0.0,13.420000000000002,0.8500000000000001,83.94,0.0,True,-1520.0,20.0,True,1991,2011,21,WSC,A,False,415,-4.533,7.496,493.632,86.875,234.145,6,76,1.0,5.333
363,1983,GOLDIE CREEK (SOUTH FORK) NEAR INVERMERE,08NA055,50.46028,-116.0961,17.6,,False,True,1218.4,13.0345,,,False,71.4486,True,63.63999999999999,0.0,0.0,0.0,36.36,0.0,0.0,0.0,True,,,False,1961,1970,6,WSC,D,False,950,-5.414,5.071,473.74,334.325,290.682,5,65,1.053,3.494
364,1930,HURLEY RIVER BELOW LONE GOAT CREEK,08ME027,50.73089,-122.942,311.737,,False,False,1794.4,22.4933,1.5543,96.648,True,79.7335,True,39.489999999999995,34.1,0.0,0.33999999999999997,0.32,7.290000000000001,0.0,18.459999999999997,True,-1470.0,10.0,True,2011,2020,10,WSC,A,False,1279,-3.502,5.34,509.185,455.134,297.591,5,61,1.053,3.861
365,2002,KIRBYVILLE CREEK NEAR THE MOUTH,08ND019,51.63944,-118.6706,112.0,111.6344,True,False,1554.8,16.6839,1.6376,51.238,True,1.344,True,71.94,9.790000000000001,0.02,2.27,0.0,2.1,0.0,13.889999999999999,True,-1410.0,0.0,True,1973,2005,33,WSC,D,False,1450,-3.39,6.015,552.384,468.643,280.899,2,49,1.0,2.845
366,1691,HOMATHKO RIVER BELOW NUDE CREEK,08GD005,51.37444,-124.7619,1960.0,1915.952,True,False,1668.5,19.0949,1.7656,274.884,True,197.7124,True,47.949999999999996,30.55,0.0,2.94,0.15,4.34,0.0,14.069999999999999,True,-1420.0,10.0,True,1982,1992,7,WSC,D,False,630,-7.819,7.922,359.303,232.287,303.119,6,74,1.01,5.055
367,1978,STODDART CREEK NEAR ATHALMER,08NA020,50.56833,-115.9914,21.2,,False,True,1345.8,22.9732,,,False,253.4146,True,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1938,1982,16,WSC,D,False,725,-3.933,6.954,511.942,169.486,291.797,5,66,1.0,3.633
368,2048,CAVEN CREEK BELOW BLOOM CREEK,08NG078,49.18833,-115.4364,313.0,308.0326,True,False,1462.3,14.4863,1.4192,88.617,True,11.9201,True,84.17999999999999,8.49,0.29,0.18,0.0,6.859999999999999,0.0,0.0,True,-1490.0,20.0,True,1972,1995,24,WSC,D,False,959,-1.627,9.224,597.423,141.028,284.245,4,67,1.028,4.268
369,1872,SALMON RIVER ABOVE KERNAGHAN CREEK,08LE088,50.63472,-119.3875,1400.0,1398.474,True,False,1131.1,10.5643,2.0042,268.115,True,134.2503,True,64.57000000000001,13.99,0.04,0.88,0.98,15.160000000000002,4.38,0.0,True,-1400.0,10.0,True,1973,1979,7,WSC,D,False,636,-0.883,10.09,603.612,104.239,270.214,5,66,1.0,3.755
370,2178,PINE CREEK NEAR ATLIN,09AA008,59.56111,-133.6656,697.0,780.4215,True,False,1288.4,12.197,1.8214,169.477,True,334.582,True,37.16,38.58,0.0,5.1499999999999995,0.38,18.69,0.0,0.04,True,-1410.0,10.0,True,1955,1970,16,WSC,D,False,717,-7.993,1.667,381.967,293.023,219.98,6,69,1.1,4.087
371,894,TWIN CREEK NEAR SEEBE,05BF018,50.95917,-115.1719,2.64,,False,True,1833.0,11.5378,,,False,127.6997,True,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1986,1986,1,WSC,D,False,888,-7.403,4.648,420.494,327.014,321.597,6,70,1.1,4.5
372,2152,VASEUX CREEK ABOVE SOLCO CREEK,08NM171,49.24928,-119.3214,117.453,,False,False,1700.2,8.4098,1.6037,61.295,True,265.0785,True,85.05,6.35,0.0,0.03,0.0,8.57,0.0,0.0,True,-1400.0,0.0,True,2011,2021,11,WSC,A,False,600,-3.553,7.408,492.717,164.879,307.748,6,72,1.0,5.03
373,2021,EDGREN CREEK AT THE MOUTH,08NE108,49.01722,-117.7222,3.89,,False,True,943.3,16.6473,,,False,185.8494,True,83.33,16.669999999999998,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1970,1974,5,WSC,D,False,1030,0.765,10.207,710.677,115.207,274.248,3,61,1.0,3.9
374,2068,INDIAN CREEK NEAR RIONDEL,08NH109,49.76972,-116.8314,3.89,,False,True,1008.1,20.5732,,,False,297.5593,True,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1951,1954,4,WSC,D,False,1224,-1.942,8.938,616.86,287.461,274.474,3,56,1.0,3.2
375,10907,"CHEHALIS RIVER NEAR SATSOP, WA",12035002,46.9720406,-123.4915499,4560.9464,,False,False,218.8,7.8443,1.9253,460.281,True,245.5694,True,48.120000000000005,9.77,4.72,0.52,7.630000000000001,21.63,7.6,0.0,True,-1370.0,20.0,True,1979,2008,29,USGS,D,False,1996,5.033,15.072,880.725,7.535,259.956,3,53,1.137,4.724
376,10880,"CHEHALIS RIVER AT PORTER, WA",12031000,46.62815636,-123.7046032,72.0013,,False,False,230.5,9.5686,1.3693,40.933,True,31.6733,True,42.3,25.41,3.34,0.0,5.63,23.32,0.0,0.0,True,-1270.0,10.0,True,1952,2023,71,USGS,A,False,1836,5.025,15.18,877.176,6.669,261.07,3,53,1.084,4.598
377,2271,LIARD RIVER AT FORT LIARD,10ED001,60.24156,-123.4754,218808.3767,,False,False,989.5,9.7955,2.5849,4282.192,True,51.5819,True,72.85000000000001,13.370000000000001,1.04,1.96,0.06,10.48,0.0,0.24,True,-1460.0,10.0,True,2002,2021,20,WSC,A,False,601,-8.271,3.365,417.418,186.522,214.377,5,69,1.045,4.402
378,10875,"NORTH NEMAH RIVER NEAR SOUTH BEND, WA",12011000,46.49149037,-123.8346022,46.6196,,False,False,202.1,12.0534,1.3186,31.929,True,292.9746,True,57.08,14.540000000000001,4.43,0.0,6.12,17.83,0.0,0.0,True,-1460.0,20.0,True,1946,1977,31,USGS,D,False,2629,5.29,14.156,919.646,7.849,251.027,3,46,1.106,4.159
379,10916,"MOCLIPS RIVER AT MOCLIPS, WA",12039220,47.2420287,-124.192124,90.6491,,False,False,86.0,2.1521,1.3595,44.808,True,302.5285,True,61.53999999999999,10.879999999999999,8.18,0.0,3.62,15.790000000000001,0.0,0.0,True,-1300.0,20.0,True,1974,1981,7,USGS,D,False,2915,5.585,14.268,936.173,3.94,247.366,3,48,1.015,4.212
380,2275,SCOTTY CREEK AT HIGHWAY NO. 7,10ED009,61.41631,-121.4563,179.4984,,False,False,267.6,0.9845,1.3249,63.137,True,21.5747,True,83.53,0.0,14.06,1.9900000000000002,0.04,0.38,0.0,0.0,True,-1520.0,20.0,True,2002,2019,18,WSC,A,False,384,-8.269,3.259,425.014,110.548,192.075,5,75,1.0,5.387
381,10897,"SKOOKUMCHUCK RIVER NEAR CENTRALIA, WA",12026000,46.78732398,-122.7137346,159.8015,,False,False,532.7,13.9362,1.3734,61.235,True,359.5284,True,41.760000000000005,17.86,0.52,1.1400000000000001,6.43,32.29,0.0,0.0,True,-1260.0,10.0,True,1929,1969,40,USGS,D,False,2988,3.076,11.708,795.701,137.244,255.916,4,53,1.045,4.496
382,2023,LITTLE SHEEP CREEK NEAR ROSSLAND,08NE111,49.09833,-117.8278,1.27,,False,True,1316.9,16.7267,,,False,81.1252,True,8.33,50.0,0.0,0.0,33.33,8.33,0.0,0.0,True,,,False,1971,1974,4,WSC,D,False,1153,-0.549,7.268,666.555,218.112,274.3,4,60,1.0,3.9
383,2085,TARRYS CREEK NEAR TARRYS,08NJ039,49.38278,-117.5683,1.37,,False,True,670.3,20.6682,,,False,122.3845,True,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1923,1969,9,WSC,D,False,908,2.534,12.912,791.863,48.279,242.11,4,59,1.0,3.7
384,2056,DUCK CREEK NEAR WYNNDEL,08NH016,49.20263,-116.5339,49.5741,,False,False,1502.3,19.2545,1.3681,33.972,True,216.2676,True,87.45,5.53,0.03,0.0,0.0,6.98,0.0,0.0,True,-1320.0,20.0,True,2011,2021,11,WSC,A,False,1222,-1.123,8.761,628.668,212.521,288.657,4,62,1.087,3.972
385,2059,WING CREEK NEAR KASLO,08NH046,49.955,-116.9167,1.48,,False,True,829.9,19.5242,,,False,111.3783,True,26.32,0.0,0.0,0.0,0.0,0.0,73.68,0.0,True,,,False,1928,1974,6,WSC,D,False,1145,-0.771,9.896,659.466,212.353,259.014,3,54,1.0,3.1
386,2272,LIARD RIVER NEAR THE MOUTH,10ED002,61.74272,-121.228,274164.3191,,False,False,980.3,10.4214,2.5995,4825.071,True,52.8553,True,,,,,,,,,False,-1470.0,10.0,True,2002,2021,20,WSC,A,False,588,-8.652,2.93,409.267,186.217,211.203,5,69,1.039,4.466
387,2261,BOUGIE CREEK AT KILOMETRE 368 ALASKA HIGHWAY,10CD004,58.03025,-122.7202,334.656,,False,False,755.0,5.4176,1.3267,85.697,True,329.0957,True,87.75,0.02,0.0,0.09,0.22999999999999998,11.91,0.0,0.0,True,-1420.0,20.0,True,2011,2021,11,WSC,A,False,598,-5.539,5.786,502.443,150.427,219.611,5,70,1.042,4.742
388,2262,ADSETT CREEK AT KILOMETRE 386.0 ALASKA HIGHWAY,10CD005,58.106,-122.7156,108.695,,False,False,741.7,6.9567,1.4468,53.274,True,301.9361,True,87.6,0.04,0.0,0.01,0.11,12.24,0.0,0.0,True,-1400.0,20.0,True,2011,2021,11,WSC,A,False,613,-5.784,5.608,498.984,155.285,218.362,5,69,1.047,4.708
389,10956,"CLARKS CREEK AT TACOMA ROAD NEAR PUYALLUP, WA",12102075,47.48870465,-122.8637576,11.4736,,False,False,203.2,5.97,1.7905,21.138,True,247.6742,True,47.56,17.48,4.9399999999999995,2.9499999999999997,4.91,22.17,0.0,0.0,True,-1420.0,20.0,True,1995,2022,27,USGS,A,False,1223,6.235,15.95,922.914,3.287,261.803,4,59,1.024,4.602
390,11044,"WALSH LAKE DITCH NEAR LANDSBURG, WA",12117820,47.39899075,-121.921502,24.3976,,False,False,452.0,6.9313,1.2485,21.699,True,230.1174,True,88.21,0.0,5.48,1.25,3.88,1.1900000000000002,0.0,0.0,True,-1450.0,20.0,True,1985,1990,5,USGS,D,False,2070,4.992,13.589,907.398,11.138,253.188,3,50,1.0,3.8
391,11062,"BEAR CREEK AT REDMOND, WA",12124500,47.66926607,-122.1095673,124.8368,,False,False,114.2,3.4248,1.6199,63.685,True,253.2265,True,35.92,1.29,5.1499999999999995,0.5700000000000001,54.99000000000001,0.88,1.2,0.0,True,-1510.0,20.0,True,1945,1987,42,USGS,D,False,1320,6.317,15.4,966.016,2.391,252.918,4,55,1.0,3.944
392,2100,EAGLE CREEK (WEST FORK) NEAR BLEWETT,08NJ143,49.46028,-117.3789,2.07,,False,True,1237.2,13.8578,,,False,338.9697,True,90.91,0.0,0.0,0.0,0.0,9.09,0.0,0.0,True,,,False,1959,1962,4,WSC,D,False,1335,0.154,9.469,693.366,168.74,264.481,3,57,1.0,3.5
393,11005,"BOISE CREEK ABOVE RESERVOIR NEAR ENUMCLAW, WA",12099300,47.1914916,-121.8984418,11.9139,,False,False,759.5,14.7749,1.2922,16.049,True,224.5238,True,79.41,0.5,0.52,0.0,3.39,16.18,0.0,0.0,True,-1290.0,10.0,True,1963,1966,3,USGS,D,False,2246,3.546,11.736,827.517,25.077,254.441,2,49,1.0,3.864
394,11045,"MAY CREEK NEAR ISSAQUAH, WA",12119300,47.4978785,-122.0992863,7.3037,,False,False,211.9,9.8601,1.4176,13.602,True,198.1339,True,62.2,0.3,3.04,1.7999999999999998,29.21,1.87,1.59,0.0,True,-1410.0,20.0,True,1978,1979,1,USGS,D,False,1380,6.268,15.217,960.806,3.397,254.425,4,56,1.0,3.912
395,11149,"SKAGIT RIVER NEAR SEDRO WOOLLEY, WA",12199000,48.4839962,-122.2432123,7808.7753,,False,False,1125.1,24.0866,1.9196,556.575,True,272.9077,True,67.67,12.049999999999999,0.62,1.72,1.76,13.13,0.76,2.29,True,-1410.0,10.0,True,1998,2023,25,USGS,A,False,2224,0.863,10.041,693.322,274.505,270.564,4,55,1.061,4.226
396,11093,"RAGING RIVER NEAR FALL CITY, WA",12145500,47.53982388,-121.9090047,79.2532,,False,False,473.5,10.9979,1.3692,43.014,True,340.3183,True,70.38,4.07,0.73,0.27999999999999997,6.54,18.01,0.0,0.0,True,-1430.0,20.0,True,1945,2023,78,USGS,A,False,2114,4.933,13.325,905.53,12.244,243.694,3,50,1.0,3.775
397,11166,"CARPENTER CREEK NEAR BELLINGHAM, WA",12202310,48.75399999,-122.354053,3.0303,,False,False,263.9,9.8804,1.5839,9.914,True,312.4926,True,81.45,5.28,0.0,0.0,4.12,8.53,0.62,0.0,True,-1520.0,20.0,True,2002,2023,21,USGS,A,False,1446,5.515,14.106,929.089,10.288,241.237,3,55,1.0,3.925
398,11162,"BRANNIAN CREEK AT S BAY DR NR WICKERSHAM, WA",12201960,48.66899978,-122.2801605,8.7023,,False,False,352.4,13.0765,1.2731,13.338,True,343.7474,True,90.48,2.78,1.01,0.0,2.37,3.36,0.0,0.0,True,-1520.0,20.0,True,2001,2023,22,USGS,A,False,1835,4.676,13.072,888.552,17.569,231.524,3,54,1.0,3.944
399,920,WEST ARROWWOOD CREEK NEAR ENSIGN,05BM018,50.51377,-113.3444,29.5002,,False,False,1040.5,0.769,1.2314,23.56,True,281.5761,True,0.0,0.0,0.0,0.72,3.2300000000000004,0.12,95.94,0.0,True,-1520.0,20.0,True,2012,2021,7,WSC,A,False,414,-2.023,11.214,552.975,34.114,278.157,6,79,1.0,6.165
400,11143,"SKAGIT RIVER NEAR HAMILTON, WA",12196150,48.50733218,-122.0123707,7433.2289,,False,False,1159.9,24.6981,1.7692,500.434,True,275.7157,True,68.16,12.42,0.47000000000000003,1.72,1.46,13.0,0.37,2.4,True,-1410.0,10.0,True,1975,1977,2,USGS,A,False,2229,0.697,9.881,684.808,285.726,271.81,4,55,1.063,4.228
401,11307,Clark Fork bl Noxon Rapids Dam nr Noxon MT,12391400,47.9612444,-115.7335056,56225.7724,,False,False,1568.5,14.1165,1.9888,1643.781,True,132.3866,True,62.69,11.93,1.0,1.83,1.52,16.33,4.64,0.06,True,-1420.0,10.0,True,1960,2014,54,USGS,A,False,950,-1.042,10.661,606.025,172.138,299.778,4,66,1.01,4.372
402,11388,"BEAVER CREEK NEAR TWISP, WA",12449700,48.39708996,-120.0400778,176.3773,,False,False,1512.4,15.7297,1.2628,59.172,True,232.1903,True,64.14,11.87,0.44999999999999996,0.02,1.77,21.75,0.0,0.0,True,-1410.0,0.0,True,1956,1961,5,USGS,D,False,659,-0.377,9.555,556.99,153.735,311.105,8,79,1.105,7.778
403,857,OLDMAN RIVER AT RANGE ROAD NO. 13A,05AA035,49.72769,-114.0865,1830.0,1827.604,True,False,1772.4,13.0299,1.8415,272.704,True,138.0935,True,60.040000000000006,27.529999999999998,0.69,0.09,0.89,7.84,2.91,0.01,True,-1540.0,20.0,True,2012,2021,10,WSC,A,False,702,-4.049,7.063,519.613,136.311,286.516,6,71,1.012,4.729
404,11374,"BONAPARTE CREEK NEAR WAUCONDA, WA",12444490,48.65710215,-119.2017131,250.1916,,False,False,1194.9,9.8061,1.5058,89.536,True,109.2186,True,49.6,9.11,0.21,0.3,1.05,39.32,0.41000000000000003,0.0,True,-1380.0,10.0,True,1967,1973,6,USGS,D,False,521,-0.238,10.947,578.654,63.657,290.654,7,77,1.002,6.158
405,1594,SPATSIZI RIVER NEAR THE MOUTH,08CA001,57.67028,-128.1033,3400.0,3416.382,True,False,1570.3,14.8876,1.6475,345.022,True,49.0111,True,39.910000000000004,38.05,0.0,0.9900000000000001,0.0,20.48,0.0,0.5599999999999999,True,-1430.0,20.0,True,1980,1995,16,WSC,D,False,1094,-8.374,3.011,393.066,580.584,252.564,4,58,1.002,3.366
406,1596,PITMAN RIVER NEAR THE MOUTH,08CA003,57.98194,-128.4294,2730.0,2654.439,True,False,1452.2,14.8394,1.7631,323.115,True,258.807,True,57.29,30.819999999999997,0.01,1.15,0.0,10.620000000000001,0.0,0.1,True,-1360.0,10.0,True,1980,1995,16,WSC,D,False,742,-8.618,3.18,379.905,259.951,235.61,4,65,1.003,3.923
407,11325,"HALLER CREEK NEAR ARDEN, WA",12408420,48.4671231,-117.9077576,95.8291,,False,False,878.7,9.4226,1.2529,43.556,True,137.5517,True,73.75,9.15,0.22999999999999998,0.0,0.1,14.6,2.17,0.0,True,-1350.0,20.0,True,1959,1970,11,USGS,D,False,714,1.232,13.172,675.85,56.787,282.208,5,70,1.007,4.998
408,11389,"METHOW RIVER AT CARLTON, WA",12449760,48.2362554,-120.1131347,3965.2521,,False,False,1489.5,19.2446,1.5693,348.869,True,186.4483,True,60.0,14.41,0.89,0.16999999999999998,1.7399999999999998,22.5,0.27,0.01,True,-1410.0,10.0,True,2001,2003,2,USGS,D,False,848,-0.968,9.229,535.153,263.496,312.305,6,73,1.055,6.223
409,14206,NUGGET C AB DIV NR AUKE BAY AK,15052495,58.4232871,-134.5253896,40.9216,,False,True,430.1,18.9519,,,False,306.1332,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,True,,,False,2000,2003,3,USGS,D,False,2593,-0.285,6.879,672.479,315.989,181.821,1,38,0.969,2.816
410,11939,"JIM CROW CREEK NEAR GRAYS RIVER, WA",14248200,46.27677537,-123.5615257,14.1931,,False,False,187.3,8.1616,1.2381,16.291,True,218.3456,True,48.089999999999996,19.16,1.41,0.0,5.79,25.56,0.0,0.0,True,-1520.0,20.0,True,1964,1974,10,USGS,D,False,2611,5.191,14.799,909.755,8.031,259.334,3,48,1.1,4.36
411,915,SHEEP RIVER NEAR ALDERSYDE,05BL020,50.7125,-113.8806,1565.3,1553.976,True,False,1490.9,8.7912,1.854,261.08,True,101.1643,True,43.120000000000005,9.44,0.04,0.45999999999999996,3.32,6.18,37.419999999999995,0.03,True,-1560.0,20.0,True,1957,1965,9,WSC,D,False,623,-3.936,8.86,515.441,98.88,283.137,6,74,1.005,5.395
412,14215,GOAT LK OUTLET NR SKAGWAY AK,15056095,59.5266173,-135.1790528,7.5627,,False,True,1049.4,22.5871,,,False,342.5555,True,0.0,25.0,0.0,0.0,0.0,75.0,0.0,0.0,True,,,False,1991,1997,6,USGS,D,False,1446,-6.239,1.857,450.789,585.364,209.898,4,59,1.05,3.667
413,14202,GOLD C NR JUNEAU AK,15049900,58.3068952,-134.388436,21.7817,,False,True,470.7,25.0511,,,False,256.3733,True,0.0,0.0,0.0,0.0,0.0,35.29,0.0,64.71000000000001,True,,,False,1984,1997,13,USGS,D,False,3406,-2.264,5.426,592.393,651.039,205.164,1,37,0.895,2.818
414,14249,INDIAN R NR SITKA AK,15087690,57.06658247,-135.2967628,26.1587,,False,True,262.0,18.4693,,,False,241.9684,True,43.75,0.0,0.0,0.0,0.0,56.25,0.0,0.0,True,,,False,1980,2006,26,USGS,D,False,3579,1.752,8.3,747.657,123.243,171.502,2,36,1.0,2.685
415,14226,BLACK BEAR LK OUTLET NR KLAWOCK AK,15081580,55.5565836,-132.8774823,4.7138,,False,True,493.0,28.4691,,,False,314.3299,True,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1980,1991,11,USGS,D,False,3629,2.073,8.582,759.453,93.01,179.173,1,34,0.92,2.8
416,14242,HAMMER SLOUGH AT PETERSBURG AK,15087200,56.8071527,-132.9545014,3.7814,,False,True,19.7,1.2826,,,False,351.9807,True,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,True,,,False,1964,1967,3,USGS,D,False,2612,3.193,9.719,823.953,32.239,171.473,2,39,1.0,2.8
417,877,BELLY RIVER NEAR MOON RIVER ROAD,05AD934,49.7287,-113.1247,3584.4565,,False,False,1382.8,8.0552,1.7799,375.794,True,61.3698,True,20.13,25.979999999999997,1.58,2.01,2.07,6.75,41.260000000000005,0.22,True,-1540.0,20.0,True,2008,2021,13,WSC,A,False,770,-1.72,10.181,593.597,142.874,288.213,5,74,1.002,5.303
418,1639,TWO MILE CREEK IN DISTRICT LOT 4834,08EE025,55.29611,-127.6208,21.1761,,False,False,828.3,14.0885,1.216,19.703,True,287.6096,True,96.98,0.88,0.0,0.52,0.0,1.6199999999999999,0.0,0.0,True,-1490.0,20.0,True,2011,2021,11,WSC,A,False,953,-1.943,7.812,593.393,137.997,223.419,3,54,1.055,3.041
419,952,THREEHILLS CREEK BELOW RAY CREEK,05CE018,51.99747,-113.5686,199.4471,,False,False,954.2,1.6885,1.3167,65.44,True,164.352,True,5.5,1.9300000000000002,0.06999999999999999,1.08,3.2800000000000002,1.6099999999999999,86.53999999999999,0.0,True,-1520.0,20.0,True,2012,2021,9,WSC,A,False,491,-3.13,9.447,543.406,56.752,263.268,6,75,1.0,5.274
420,953,SHEEP COULEE NEAR CARSTAIRS,05CE019,51.56222,-114.0358,38.3,,False,True,1021.4,1.3778,,,False,83.3676,True,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,True,,,False,1976,1993,18,WSC,D,False,451,-2.917,10.153,528.577,37.885,269.275,6,76,1.0,5.671
